"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"SASMDD0004","SA",20150423,-33.99676,140.7346,2015-04-23 15:32:10,8,246.685,18.9724,37.6334,2.15599,17.579,"WET",8.25,0.8525,"Sandy clay loam"
"SASMDD0005","SA",20150429,-33.97431,140.7258,2015-04-29 09:20:44,15,249.05,18.9766,37.5531,2.1068,17.4925,"WET",8.675,0.22,"Loamy sand"
"SASMDD0006","SA",20150429,-33.97274,140.7273,2015-04-29 17:10:59,21,249.05,18.9766,37.5531,2.1068,17.4925,"WET",9.125,0.7,"Sandy clay loam"
"SASMDD0008","SA",20150426,-34.04415,140.7603,2015-04-26 08:29:02,5,246.525,18.9411,37.6153,2.19808,17.5844,"WET",5.925,1.8275,"Loam& Medium heavy clay& Silty clay loam& Silty loam"
"SASMDD0008","SA",20190430,-34.04415,140.7603,2019-04-30 10:39:02,8,246.525,18.9411,37.6153,2.19808,17.5844,"DRY",5.42,1.4691,"Medium clay"
"SASMDD0009","SA",20150430,-34.06028,140.6946,2015-04-30 14:48:41,19,248.765,18.9133,37.506,2.1027,17.4957,"WET",9.34444444444444,0.131111111111111,NA
"SASMDD0011","SA",20121216,-34.01889,140.7095,2012-12-16,6,247.474,18.9513,37.5531,2.10824,17.5144,"DRY",8.225,1.7975,"Loamy sand& Sandy loam"
"SASMDD0011","SA",20150424,-34.01889,140.7095,2015-04-24 09:48:33,13,247.474,18.9513,37.5531,2.10824,17.5144,"WET",8.43333333333333,0.596666666666667,"Clayey sand& Loamy sand& Sandy loam"
"SASMDD0014","SA",20131120,-34.03776,140.7054,2013-11-20,11,246.734,18.94,37.5666,2.12211,17.5376,"DRY",9.06,3.039,NA
"SASMDD0016","SA",20150425,-33.9569,140.7185,2015-04-25 13:50:44,14,251.958,18.9783,37.4425,2.04521,17.3763,"WET",9,1.24333333333333,"Loam& Sandy clay loam& Sandy loam"
"SASMDD0017","SA",20141030,-33.95559,140.718,2014-10-30 16:15:00,13,251.958,18.9783,37.4425,2.04521,17.3763,NA,6.775,1.1425,"Sand"
"SASMDD0017","SA",20150424,-33.95559,140.718,2015-04-24 15:07:21,10,251.958,18.9783,37.4425,2.04521,17.3763,"WET",8.43333333333333,2.64666666666667,"Loamy sand& Sandy clay loam& Sandy loam"
"SASMDD0018","SA",20150502,-34.00307,140.5761,2015-05-02 15:44:49,19,249.676,18.9427,37.3616,1.93238,17.3313,"WET",9.41,0.587,NA
"SASRIV0001","SA",20150428,-34.03783,140.756,2015-04-28 08:40:01,4,245.963,18.9461,37.6016,2.18008,17.5677,"WET",7.4,5.66666666666667,"Heavy clay"
"SASRIV0002","SA",20150428,-34.04283,140.7806,2015-04-28 14:20:24,6,248.062,18.9416,37.6265,2.22067,17.5932,"WET",6.66666666666667,5.42333333333333,"Heavy clay& Medium clay& Medium heavy clay"
"SATEYB0001","SA",20141028,-34.50431,138.7032,2014-10-28 11:10:40,24,446.901,18.1047,35.6014,3.54456,16.6377,"WET",8.625,0.42,"Loamy sand"
"SATEYB0002","SA",20141030,-33.48903,138.0801,2014-10-30 12:01:14,29,369.65,18.9435,37.1791,2.87299,17.3529,"WET",9.26666666666667,0.773333333333333,"Loamy sand"
"SATFLB0001","SA",20120813,-34.60901,138.8613,2012-08-13,17,519.058,17.8483,34.4325,3.19326,15.8748,"WET",6.2,0.01375,NA
"SATFLB0001","SA",20180924,-34.60901,138.8613,2018-09-24 10:39:17,35,519.058,17.8483,34.4325,3.19326,15.8748,"DRY",5.664,0.017,"Sand"
"SATFLB0002","SA",20120814,-34.6831,138.9086,2012-08-14,27,673.809,17.5267,32.7587,2.82321,14.7277,"WET",5.13333333333333,0.0666666666666667,NA
"SATFLB0002","SA",20180925,-34.6831,138.9086,2018-09-25 16:47:00,47,673.809,17.5267,32.7587,2.82321,14.7277,"DRY",5.25,0.0248333333333333,"Sandy clay loam"
"SATFLB0003","SA",20120815,-34.57693,139.0061,2012-08-15,15,693.564,17.4357,31.538,2.06092,13.4949,"WET",5.1,0.155,NA
"SATFLB0003","SA",20180924,-34.57693,139.0061,2018-09-24 15:45:27,40,693.564,17.4357,31.538,2.06092,13.4949,"DRY",5.87166666666667,0.0258333333333333,"Clayey sand& Loamy sand"
"SATFLB0004","SA",20120918,-31.32774,138.5673,2012-09-18,17,280.218,20.3733,38.0105,1.25569,17.3684,"WET",7.51111111111111,1.03666666666667,NA
"SATFLB0004","SA",20180828,-31.32774,138.5673,2018-08-28 09:20:29,26,280.218,20.3733,38.0105,1.25569,17.3684,"DRY",7.53285714285714,0.104428571428571,"Medium clay"
"SATFLB0005","SA",20180828,-31.31546,138.5664,2018-08-28 20:09:23,23,282.975,20.3054,36.9708,0.830866,16.4028,"DRY",6.41,0.10425,"Sandy loam"
"SATFLB0006","SA",20180812,-30.77565,138.7976,2018-08-12 12:08:06,13,319.147,20.3558,35.6015,-0.0475561,15.1298,"DRY",6.315,0.10325,"Sandy clay loam& Sandy loam"
"SATFLB0007","SA",20180829,-31.54388,138.5946,2018-08-29 17:09:24,21,394.048,20.083,36.577,0.506202,15.9902,"DRY",6.355,0.048,"Clayey sand"
"SATFLB0008","SA",20180831,-32.32096,137.9544,2018-08-31 09:29:32,35,418.991,19.5343,34.4892,0.780519,15.0153,"WET",6.375,0.032,"Clayey sand"
"SATFLB0009","SA",20120824,-32.31052,137.9683,2012-08-24,17,425.564,19.5012,34.0745,0.630259,14.6658,"WET",6.98,0.018,NA
"SATFLB0009","SA",20180901,-32.31052,137.9683,2018-09-01 17:22:33,32,425.564,19.5012,34.0745,0.630259,14.6658,"WET",6.002,0.1424,"Loamy sand"
"SATFLB0010","SA",20180911,-32.82851,138.0327,2018-09-11 20:23:47,27,391.767,19.3382,36.758,2.17078,17.1961,"WET",7.276,21.4004,"Loam"
"SATFLB0011","SA",20180910,-32.74842,138.1363,2018-09-10 15:50:23,35,512.71,19.1316,34.3731,0.885379,14.911,"WET",5.61,0.0344,"Sandy loam"
"SATFLB0012","SA",20121116,-34.88077,138.7083,2012-11-16,21,688.049,17.4759,32.9946,4.93654,16.1968,"DRY",5.86666666666667,0.0666666666666667,NA
"SATFLB0012","SA",20180926,-34.88077,138.7083,2018-09-26 11:27:48,38,688.049,17.4759,32.9946,4.93654,16.1968,"DRY",6.035,0.02125,"Sandy loam"
"SATFLB0013","SA",20121119,-33.9142,138.6038,2012-11-19,18,613.275,18.0873,33.7661,1.44782,14.2267,"DRY",5.48333333333333,0.106666666666667,NA
"SATFLB0013","SA",20180915,-33.9142,138.6038,2018-09-15 12:46:51,31,613.275,18.0873,33.7661,1.44782,14.2267,"WET",5.985,0.064625,"Light clay"
"SATFLB0014","SA",20180915,-34.00514,138.9594,2018-09-15 15:59:00,34,485.889,18.0133,33.506,1.53606,14.1144,"DRY",6.03,0.0376666666666667,"Clayey sand"
"SATFLB0015","SA",20181004,-34.93343,138.727,2018-10-04 14:30:08,58,1059.51,16.9708,30.1807,3.40196,13.7604,"WET",5.33222222222222,0.042,"Clay loam"
"SATFLB0016","SA",20130806,-30.34347,139.3397,2013-08-06,17,221.74,21.0253,38.6009,0.860498,17.9019,"DRY",9.45,0.0866666666666667,NA
"SATFLB0016","SA",20180808,-30.34347,139.3397,2018-08-08 17:36:00,11,221.74,21.0253,38.6009,0.860498,17.9019,"DRY",8.31,0.230666666666667,"Sandy loam"
"SATFLB0017","SA",20130807,-30.33181,139.3737,2013-08-07,13,212.022,21.117,39.7027,1.39035,18.9599,"DRY",7.9,0.0425,NA
"SATFLB0018","SA",20130808,-30.21904,139.3241,2013-08-08,18,251.189,20.9486,37.6212,0.340711,16.9478,"DRY",7.575,0.055,NA
"SATFLB0018","SA",20180808,-30.21904,139.3241,2018-08-08 11:10:00,12,251.189,20.9486,37.6212,0.340711,16.9478,"DRY",7.39,0.0516666666666667,"Sandy loam"
"SATFLB0019","SA",20130809,-30.21953,139.2329,2013-08-09,21,243.692,20.986,38.1849,0.640134,17.4894,"DRY",9.52,0.217,NA
"SATFLB0019","SA",20180807,-30.21953,139.2329,2018-08-07 10:00:34,12,243.692,20.986,38.1849,0.640134,17.4894,"DRY",7.89,0.046,"Loam"
"SATFLB0020","SA",20130810,-30.25568,139.2272,2013-08-10,19,236.901,20.9917,38.3815,0.759332,17.6843,"DRY",8.4,0.132,NA
"SATFLB0020","SA",20180807,-30.25568,139.2272,2018-08-07 12:00:00,21,236.901,20.9917,38.3815,0.759332,17.6843,"DRY",7.54333333333333,0.0403333333333333,"Sandy loam"
"SATFLB0021","SA",20130814,-30.41211,139.2199,2013-08-14,17,252.046,20.8415,37.7085,0.575387,17.0674,"DRY",7.51428571428571,0.202857142857143,NA
"SATFLB0021","SA",20180809,-30.41211,139.2199,2018-08-09 14:07:33,4,252.046,20.8415,37.7085,0.575387,17.0674,"DRY",6.06333333333333,0.0276666666666667,"Loam"
"SATFLB0022","SA",20130814,-30.40601,139.2261,2013-08-14,25,249.405,20.8263,37.3704,0.391225,16.7415,"DRY",7.5,0.08,NA
"SATFLB0022","SA",20180809,-30.40601,139.2261,2018-08-09 10:56:00,14,249.405,20.8263,37.3704,0.391225,16.7415,"DRY",6.80666666666667,0.0306666666666667,"Sandy clay loam"
"SATFLB0023","SA",20130815,-30.59944,139.0736,2013-08-15,15,205.518,20.8804,39.0814,1.66827,18.4297,"DRY",8.39,1.848,NA
"SATFLB0023","SA",20180811,-30.59944,139.0736,2018-08-11 10:32:00,9,205.518,20.8804,39.0814,1.66827,18.4297,"DRY",NA,NA,"Sandy clay loam"
"SATFLB0024","SA",20130816,-30.76086,138.5796,2013-08-16,20,231.233,20.6722,39.0191,1.91951,18.367,"WET",8.46666666666667,3.28,NA
"SATFLB0024","SA",20180811,-30.76086,138.5796,2018-08-11 16:23:11,12,231.233,20.6722,39.0191,1.91951,18.367,"WET",8.67428571428571,0.275714285714286,"Loam"
"SATFLB0025","SA",20130817,-30.78501,138.6329,2013-08-17,16,246.97,20.6126,38.5352,1.66516,17.9007,"WET",8.4,0.08,NA
"SATFLB0025","SA",20180813,-30.78501,138.6329,2018-08-13 10:35:11,12,246.97,20.6126,38.5352,1.66516,17.9007,"WET",7.34666666666667,0.0433333333333333,"Sandy loam"
"SATFLB0026","SA",20141029,-34.88776,138.787,2014-10-29 14:47:52,33,825.866,17.2483,31.9095,3.8954,14.9832,"WET",6.425,0.0135,"Sandy loam"
"SATFLB0027","SA",20141105,-35.08308,138.679,2014-11-05 12:10:50,32,852.509,17.1111,31.1588,4.50462,15.2392,"DRY",NA,NA,"Sandy clay loam"
"SATFLB0028","SA",20141106,-33.55308,138.3933,2014-11-06,41,418.696,18.7155,36.9619,1.80891,16.3415,"DRY",8.35,0.0625,"Sandy clay loam"
"SATKAN0001","SA",20120821,-35.60827,138.2613,2012-08-21,25,800.943,16.6494,26.5373,4.55539,13.6693,"WET",4.93,0.412,NA
"SATKAN0001","SA",20181120,-35.60827,138.2613,2018-11-20 11:40:42,31,800.943,16.6494,26.5373,4.55539,13.6693,"WET",5.185,0.0364,"Medium clay"
"SATKAN0002","SA",20181128,-35.27211,138.6902,2018-11-28 11:11:50,38,862.754,16.8255,29.8866,3.8,14.3185,"WET",5.143,0.0482,"Light clay"
"SATKAN0003","SA",20141103,-35.46094,138.604,2014-11-03 12:19:52,26,674.788,16.9865,29.4303,4.3681,15.1976,"DRY",6.25,0.555,"Sandy loam"
"SATKAN0004","SA",20141105,-34.92717,139.0381,2014-11-05,46,610.584,17.1723,31.1261,2.57168,13.799,"DRY",5.875,0.0875,"Loamy sand"
"SATSTP0001","SA",20130810,-30.56166,139.4363,2013-08-10,12,162.963,21.1435,40.9376,2.67334,20.2195,"WET",9.32857142857143,0.225714285714286,NA
"SATSTP0001","SA",20180810,-30.56166,139.4363,2018-08-10 09:13:06,8,162.963,21.1435,40.9376,2.67334,20.2195,"DRY",7.7,0.065,"Loam"
"SATSTP0002","SA",20130812,-30.65633,139.5474,2013-08-12,19,148.564,21.1381,41.265,2.75982,20.4738,"WET",8.11111111111111,0.167777777777778,NA
"SATSTP0002","SA",20180810,-30.65633,139.5474,2018-08-10 12:21:00,16,148.564,21.1381,41.265,2.75982,20.4738,"DRY",8.025,0.05675,"Clayey sand& Loamy sand"
"SATSTP0003","SA",20130815,-29.75528,138.8492,2013-08-15,22,140.157,21.4545,41.5349,2.47387,20.5894,"DRY",8.05,8.875,NA
"SATSTP0003","SA",20180804,-29.75528,138.8492,2018-08-04 08:54:04,11,140.157,21.4545,41.5349,2.47387,20.5894,"DRY",7.8,0.43,"Clay loam"
"SATSTP0004","SA",20130815,-29.79147,138.8319,2013-08-15 12:00:00,23,139.951,21.4363,41.5111,2.48433,20.5768,"DRY",7.9,0.156666666666667,NA
"SATSTP0005","SA",20130817,-29.4566,138.8488,2013-08-17,27,139.772,21.5938,41.8782,2.56601,20.8597,"WET",10.2,0.03,NA
"SATSTP0006","SA",20130817,-29.5305,138.8167,2013-08-17,17,136.309,21.5658,41.8837,2.58782,20.8729,"DRY",8.35,0.0675,NA
"SATSTP0007","SA",20130818,-29.536,138.8171,2013-08-18,8,136.309,21.5658,41.8837,2.58782,20.8729,"DRY",8,0.18,NA
"SATSTP0008","SA",20130818,-29.38786,138.8814,2013-08-18,20,138.501,21.6229,41.8568,2.54439,20.8363,"DRY",6.65,7.235,NA
"TCABEL0001","TC",20200130,-41.54714,147.6685,2020-01-30 14:41:43,29,1904.47,13.0379,17.966,-3.48762,4.33183,"DRY",5.4,0.0234,"Sandy loam"
"TCABEL0002","TC",20200131,-41.54086,147.664,2020-01-31 10:49:45,28,1904.47,13.0379,17.966,-3.48762,4.33183,"DRY",5.25,0.05225,"Clayey sand"
"TCABEL0003","TC",20200131,-41.53414,147.6698,2020-01-31 16:53:00,29,1905.77,13.029,17.8607,-3.54041,4.25259,"DRY",5.175,0.02725,"Clayey sand& Loamy sand"
"TCATCH0001","TC",20200202,-41.76148,146.7196,2020-02-02 17:35:13,44,1536.79,13.0796,20.5968,-3.46977,5.88774,"WET",5.78,0.0234,"Sandy clay loam"
"TCATCH0002","TC",20200204,-41.92487,146.6828,2020-02-04 08:29:24,27,1035.36,13.1855,21.9054,-3.36388,6.65958,"WET",6.08,0.0156,"Sand"
"TCATCH0003","TC",20200204,-41.96204,146.6776,2020-02-04 17:57:33,22,1019.32,13.0848,21.7057,-3.38944,6.51958,"WET",5.5,0.0108571428571429,"Medium clay& Medium heavy clay"
"TCATCH0004","TC",20200205,-41.98839,146.8357,2020-02-05 14:08:00,20,902.966,13.2219,21.437,-3.42136,6.29135,"WET",6,0.02725,"Sandy clay loam"
"TCATCH0005","TC",20200206,-41.97681,146.664,2020-02-06 11:23:28,20,1020.21,13.061,21.6872,-3.37229,6.52043,"DRY",5.58333333333333,0.03,"Clay loam& Light medium clay& Medium clay"
"TCATCH0006","TC",20200206,-41.9658,146.652,2020-02-06 15:29:07,24,1030.03,13.1142,21.9667,-3.28226,6.76837,"DRY",5.725,0.0105,"Sandy clay loam"
"TCATCH0007","TC",20200207,-41.8833,146.4576,2020-02-07 15:05:38,27,1490.41,12.5031,20.4154,-3.25058,5.93862,"DRY",5.725,0.01375,"Sandy clay loam"
"TCATCH0008","TC",20200208,-41.85705,146.5876,2020-02-08 09:24:02,29,1207.93,12.8038,20.8228,-3.42583,6.03964,"WET",5,0.0367142857142857,"Sandy clay loam"
"TCATCH0009","TC",20200208,-41.88592,146.6151,2020-02-08 17:16:07,19,1181.91,12.8742,21.0324,-3.46736,6.11195,"DRY",5.15,0.0565,"Light medium clay"
"TCATCH0010","TC",20200209,-41.79148,146.6825,2020-02-09 08:57:47,20,1448.9,13.1495,21.6024,-3.25186,6.60637,"DRY",5.3,0.022,"Clay loam"
"TCATCH0011","TC",20200210,-41.85208,146.6894,2020-02-10 10:35:22,16,1235.75,13.0002,20.8203,-3.55086,5.93055,"DRY",5.35714285714286,0.0264285714285714,"Clay loam"
"TCATCH0012","TC",20200211,-42.09256,147.0857,2020-02-11 14:30:56,27,722.596,13.8911,22.9454,-2.51739,7.61283,"WET",5.87,0.0409,"Medium clay"
"TCATNM0001","TC",20191121,-41.77416,147.3155,2019-11-21 10:04:22,23,585.799,14.9483,27.8349,-0.462937,11.6097,"DRY",5.38571428571429,0.110285714285714,"Light clay& Loamy sand& Medium clay"
"TCATNM0002","TC",20191122,-42.05208,147.4168,2019-11-22 16:35:17,41,513.455,14.8082,26.7157,-0.846793,10.6676,"DRY",6.31666666666667,0.0548333333333333,"Medium clay"
"TCATNM0003","TC",20191123,-42.0368,147.433,2019-11-23 09:29:00,23,517.617,14.8556,27.3601,-0.653291,11.1515,"DRY",5.33333333333333,0.0206666666666667,"Loam"
"TCATNM0004","TC",20191124,-41.84563,147.4839,2019-11-24 09:20:44,20,560.528,14.9283,27.724,-0.486873,11.5603,"DRY",5.83333333333333,0.0435,"Clayey sand"
"TCATNM0005","TC",20191125,-41.7969,147.608,2019-11-25 09:40:04,29,573.046,14.7657,26.4475,-0.854234,10.7044,"DRY",5.9,0.0625,"Loam"
"TCATNM0006","TC",20191126,-42.05241,147.5493,2019-11-26 10:38:05,37,508.049,14.8402,27.2536,-0.52558,11.2375,"WET",6.24,0.0171,"Clayey sand"
"VCAAUA0001","VC",20180122,-36.90897,147.2877,2018-01-22 12:14:47,27,2212.02,15.5446,22.7218,-5.12208,6.18125,"DRY",4.95,0.0425,"Clayey sand& Loam"
"VCAAUA0002","VC",20180123,-36.91451,147.281,2018-01-23 11:15:58,33,2150.78,15.5498,22.707,-5.11736,6.17753,"DRY",4.79,0.0476666666666667,"Sandy clay loam"
"VCAAUA0003","VC",20180124,-36.86217,147.3201,2018-01-24 08:35:02,19,2219.88,15.6162,23.1565,-5.00817,6.43582,"DRY",4.7375,0.091,NA
"VCAAUA0004","VC",20180124,-36.90776,147.2901,2018-01-24 12:35:00,34,2102.05,15.6187,23.1795,-4.93703,6.49138,"DRY",4.794,0.0374,"Sandy loam"
"VCAAUA0005","VC",20180125,-36.89268,147.2987,2018-01-25 11:00:00,28,2174.57,15.5875,22.9217,-5.05419,6.30916,"WET",4.89,0.0673333333333333,"Loamy sand"
"VCAAUA0006","VC",20180126,-36.91622,147.2128,2018-01-26 11:41:02,45,2206.75,15.4199,21.9369,-5.48971,5.58693,"WET",5.17,0.0385,"Loam"
"VCAAUA0007","VC",20180127,-36.90786,147.2556,2018-01-27 10:44:41,26,2312.82,15.5207,23.1256,-4.94841,6.45526,"WET",4.68333333333333,0.0476666666666667,"Clayey sand"
"VCAAUA0008","VC",20180127,-36.90306,147.2523,2018-01-27 15:26:53,29,2312.82,15.5207,23.1256,-4.94841,6.45526,"WET",4.65333333333333,0.04,"Clayey sand"
"VCAAUA0009","VC",20180128,-36.89401,147.3025,2018-01-28 16:23:22,31,2060.09,15.6456,23.2525,-4.92301,6.53134,"WET",4.56,0.065,"Clayey sand"
"VCAAUA0010","VC",20180129,-36.85673,147.3535,2018-01-29 11:25:00,22,2096.18,15.6771,23.4541,-4.91429,6.61968,"WET",4.76,0.0476666666666667,"Loamy sand"
"VCAAUA0011","VC",20180130,-37.11072,147.1643,2018-01-30 18:13:26,38,1580.29,15.5104,23.5907,-4.39208,6.95701,"WET",5.17666666666667,0.066,"Loamy sand"
"VCAAUA0012","VC",20180131,-37.10012,147.1556,2018-01-31 09:44:00,34,1487.13,15.5418,23.4913,-4.45417,6.87527,"WET",4.92666666666667,0.0733333333333333,"Loamy sand"
"VCAAUA0013","VC",20180202,-37.40826,146.7511,2018-02-02 09:20:20,49,1625.62,14.9721,24.0024,-3.38873,7.55626,"WET",4.98375,0.026125,"Clayey sand& Sandy loam"
"VCAAUA0014","VC",20180202,-37.40208,146.7551,2018-02-02 13:43:52,34,1625.62,14.9721,24.0024,-3.38873,7.55626,"WET",5.05,0.0376666666666667,"Loam"
"VCAAUA0015","VC",20180203,-37.38885,146.7646,2018-02-03 10:10:00,53,1539.13,15.0083,23.7516,-3.57368,7.3477,"WET",5.18333333333333,0.0633333333333333,"Clayey sand& Loamy sand& Sandy loam"
"VCAMDD0001","VC",20150120,-34.98099,141.6105,2015-01-20 08:36:00,3,297.776,18.4704,37.318,1.85555,16.8598,"WET",7.85,9.7425,"Clay loam sandy& Medium clay& Sand"
"VCAMDD0002","VC",20150120,-34.98229,141.6515,2015-01-20 18:29:41,12,303.4,18.4605,37.2654,1.83259,16.7995,"WET",8.23333333333333,1.74666666666667,"Clay loam sandy& Loamy sand& Sandy clay loam"
"VCAMDD0003","VC",20150121,-34.99829,141.7284,2015-01-21 09:44:01,12,306.102,18.4535,37.2609,1.8332,16.7739,"WET",8.68,1.404,"Sandy clay loam"
"WAAAVW0001","WA",20161004,-31.90224,118.9436,2016-10-04 15:17:20,29,330.707,19.6835,37.1395,2.41499,17.3013,"WET",5.05,0,"Clayey sand"
"WAAAVW0002","WA",20161005,-31.84583,118.9051,2016-10-05 12:09:59,31,336.688,19.703,37.0099,2.33403,17.1841,"WET",4.96666666666667,0,"Clayey sand"
"WAAAVW0003","WA",20161006,-32.4804,116.9389,2016-10-06 17:37:53,24,492.322,19.1795,34.8729,2.40566,16.3953,"WET",6,0.085,"Sand"
"WAAAVW0004","WA",20161006,-32.47971,116.9356,2016-10-06 17:18:03,30,490.701,19.189,34.9006,2.39864,16.4112,"WET",6.55,0.09,"Loamy sand"
"WAAAVW0005","WA",20190827,-29.61681,116.9662,2019-08-27 15:30:33,22,298.098,21.1394,39.5682,4.19521,20.061,"DRY",6.4,0.192,"Clayey sand"
"WAAAVW0006","WA",20190828,-29.60355,116.9675,2019-08-28 10:53:00,42,297.475,21.1431,39.5391,4.17489,20.0402,"DRY",5.33333333333333,0.0276666666666667,"Loamy sand"
"WAAAVW0007","WA",20190828,-29.67205,116.9664,2019-08-28 15:01:27,13,305.647,21.0919,39.3731,4.15774,19.9008,"DRY",4.45,0.0306666666666667,"Sandy loam"
"WAACAR0001","WA",20190726,-26.40814,114.3667,2019-07-26 13:15:52,22,209.232,22.4181,40.8421,6.58169,22.63,"WET",8.82,0.8832,"Sandy clay loam"
"WAACAR0002","WA",20190726,-26.48102,114.2778,2019-07-26 15:43:59,18,216.126,22.3675,40.8607,6.63077,22.5405,"DRY",8.7,2.15057142857143,"Sandy loam"
"WAACAR0003","WA",20190727,-26.51508,114.0984,2019-07-27 12:19:28,37,225.691,22.3292,40.5878,6.87483,22.4972,"WET",8.76,0.0484,"Clayey sand"
"WAACAR0004","WA",20190727,-26.36806,114.2202,2019-07-27 16:40:12,12,200.093,22.4284,39.7699,6.94822,22.4908,"DRY",9.06666666666667,0.13,"Clayey sand"
"WAACEK0001","WA",20160609,-16.46152,126.3979,2016-06-09 16:12:52,16,791.692,22.1786,39.6976,6.35546,25.2866,"DRY",6.19,0.188,"Loamy sand"
"WAACEK0001","WA",20210531,-16.46152,126.3979,2021-05-31,35,791.692,22.1786,39.6976,6.35546,25.2866,"DRY",6.7,0.0295,"Sandy loam"
"WAACEK0002","WA",20160610,-17.05257,125.2424,2016-06-10 12:44:24,19,885.884,22.3886,40.6802,8.71859,26.6027,"DRY",5.86666666666667,0.0433333333333333,"Sandy clay loam"
"WAACEK0002","WA",20210601,-17.05257,125.2424,2021-06-01,13,885.884,22.3886,40.6802,8.71859,26.6027,"DRY",5.5,0.014125,"Light medium clay& Medium clay"
"WAACEK0003","WA",20160611,-17.23797,125.2956,2016-06-11 09:19:24,25,814.173,22.4735,41.205,8.66421,26.8481,"DRY",4.57,0.17,"Clayey sand& Sandy clay loam"
"WAACEK0003","WA",20210603,-17.23797,125.2956,2021-06-03,27,814.173,22.4735,41.205,8.66421,26.8481,"DRY",6.3,0.029,"Sandy clay loam"
"WAACOO0001","WA",20130702,-31.39961,119.5189,2013-07-02 14:18:00,26,314.103,19.9558,37.3516,2.01768,17.5916,"DRY",NA,NA,"Sand"
"WAACOO0002","WA",20131006,-31.40167,119.6514,2013-10-06 09:41:00,1,279.323,19.9797,37.5912,2.23669,17.8911,NA,NA,NA,"Sand"
"WAACOO0003","WA",20130710,-31.39997,119.6479,2013-07-10 09:51:00,42,281.739,19.9827,37.5943,2.22015,17.888,"DRY",NA,NA,"Sand"
"WAACOO0004","WA",20130820,-31.39886,119.6466,2013-08-20,32,281.739,19.9827,37.5943,2.22015,17.888,NA,NA,NA,"Sandy clay loam"
"WAACOO0005","WA",20130823,-31.60288,119.8096,2013-08-23 10:01:00,27,294.204,19.8302,37.1933,2.33443,17.6161,NA,NA,NA,"Sand"
"WAACOO0006","WA",20130723,-31.59638,119.8241,2013-07-23 12:00:00,20,293.544,19.8279,37.1146,2.29473,17.5465,"DRY",NA,NA,"Clayey sand"
"WAACOO0007","WA",20130823,-31.60672,119.8075,2013-08-23 10:40:00,18,294.204,19.8302,37.1933,2.33443,17.6161,"DRY",NA,NA,"Sandy clay loam"
"WAACOO0008","WA",20130903,-31.60951,119.7923,2013-09-03 10:45:00,19,294.807,19.8307,37.1964,2.32942,17.6138,NA,NA,NA,"Sandy loam"
"WAACOO0009","WA",20131003,-31.23911,120.3261,2013-10-03,26,266.789,20.0407,37.4615,2.63142,18.1165,NA,NA,NA,"Clay loam sandy& Sandy clay loam"
"WAACOO0010","WA",20131015,-31.23181,120.3298,2013-10-15,35,266.789,20.0407,37.4615,2.63142,18.1165,"WET",NA,NA,"Sand"
"WAACOO0011","WA",20131004,-31.25284,120.3419,2013-10-04 16:01:00,12,264.46,20.0359,37.4915,2.67486,18.1582,"DRY",NA,NA,"Sand"
"WAACOO0012","WA",20140305,-31.23736,120.3323,2014-03-05 16:02:00,31,265.491,20.0445,37.4898,2.65597,18.1503,"DRY",NA,NA,"Sandy loam"
"WAACOO0016","WA",20140106,-31.20322,120.3082,2014-01-06 16:03:00,51,274.864,20.0336,37.2918,2.50521,17.9373,"WET",NA,NA,"Sand"
"WAACOO0017","WA",20140217,-31.16964,120.3049,2014-02-17,40,274.12,20.0603,37.3687,2.53097,18.0135,"WET",NA,NA,"Sand"
"WAACOO0018","WA",20140220,-31.19562,120.3179,2014-02-20 16:05:00,42,275.303,20.0372,37.2754,2.50023,17.927,"WET",NA,NA,"Sand"
"WAACOO0019","WA",20140303,-31.20711,120.2651,2014-03-03,41,277.265,20.0235,37.2049,2.42222,17.8284,"DRY",NA,NA,"Sand"
"WAACOO0020","WA",20131030,-30.192,120.6551,2013-10-30,15,256.229,20.6238,38.2024,3.03232,19.1434,"DRY",NA,NA,"Sandy clay loam"
"WAACOO0021","WA",20131101,-30.19233,120.6506,2013-11-01 12:00:00,14,256.229,20.6238,38.2024,3.03232,19.1434,"DRY",NA,NA,"Clay loam sandy"
"WAACOO0022","WA",20131101,-30.19531,120.6327,2013-11-01 16:06:00,9,259.671,20.6149,38.1545,2.98895,19.0852,"DRY",NA,NA,"Silty clay loam"
"WAACOO0023","WA",20131115,-30.19279,120.6415,2013-11-15 16:07:00,15,257.815,20.6198,38.1815,3.01235,19.1173,"DRY",NA,NA,"Sandy clay loam"
"WAACOO0024","WA",20131126,-30.18542,120.6441,2013-11-26 16:09:00,9,258.053,20.6243,38.1882,3.01344,19.1247,NA,NA,NA,"Sandy loam"
"WAACOO0025","WA",20131129,-30.19512,120.5988,2013-11-29 16:10:00,34,269.772,20.5875,37.9796,2.85713,18.8906,"DRY",NA,NA,"Clayey sand"
"WAACOO0026","WA",20140104,-30.53039,120.6657,2014-01-04,24,272.075,20.4006,37.4866,2.73859,18.417,"DRY",NA,NA,"Sand"
